CDMercadoria;CDNCMSH2;Tipo Conteiner;Grupo de Mercadoria;Mercadoria;Nomenclatura Simplificada Mercadoria
4001;40;4001;Borracha e suas obras;Borracha natural, balata, guta-percha, guaiúle, chicle e gomas naturais análogas, em formas primárias ou em chapas, folhas ou tiras;Borracha e Suas Obras
4002;40;4002;Borracha e suas obras;"Borracha sintética e borracha artificial derivada dos óleos, em formas primárias ou em chapas, folhas ou tiras; misturas dos produtos da posição 4001 com produtos da presente posição, em formas primárias ou em chapas, folhas ou tiras";Borracha e Suas Obras
4003;40;4003;Borracha e suas obras;Borracha regenerada, em formas primárias ou em chapas, folhas ou tiras;Borracha e Suas Obras
4004;40;4004;Borracha e suas obras;Desperdícios, resíduos e aparas, de borracha não endurecida, mesmo reduzidos a pó ou a grânulos;Borracha e Suas Obras
4005;40;4005;Borracha e suas obras;Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras;Borracha e Suas Obras
4006;40;4006;Borracha e suas obras;Outras formas (por exemplo: varetas, tubos, perfis) e artigos (por exemplo: discos e anilhas (arruelas)) de borracha não vulcanizada;Borracha e Suas Obras
4007;40;4007;Borracha e suas obras;Fios e cordas, de borracha vulcanizada;Borracha e Suas Obras
4008;40;4008;Borracha e suas obras;Chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida;Borracha e Suas Obras
4009;40;4009;Borracha e suas obras;Tubos de borracha vulcanizada não endurecida, mesmo providos dos respectivos acessórios (por exemplo: juntas, cotovelos, flanges, uniões);Borracha e Suas Obras
4010;40;4010;Borracha e suas obras;Correias transportadoras ou de transmissão, de borracha vulcanizada;Borracha e Suas Obras
4011;40;4011;Borracha e suas obras;Pneumáticos novos, de borracha;Borracha e Suas Obras
4012;40;4012;Borracha e suas obras;"Pneumáticos recauchutados ou usados, de borracha; protectores, bandas de rodagem para pneumáticos e flaps, de borracha";Borracha e Suas Obras
4013;40;4013;Borracha e suas obras;Câmaras-de-ar de borracha;Borracha e Suas Obras
4014;40;4014;Borracha e suas obras;Artigos de higiene ou de farmácia (incluídas as chupetas), de borracha vulcanizada não endurecida, mesmo com partes de borracha endurecida;Borracha e Suas Obras
4015;40;4015;Borracha e suas obras;Vestuário e seus acessórios (incluídas as luvas, mitenes e semelhantes), de borracha vulcanizada não endurecida, para quaisquer usos;Borracha e Suas Obras
4016;40;4016;Borracha e suas obras;Outras obras de borracha vulcanizada não endurecida;Borracha e Suas Obras
4017;40;4017;Borracha e suas obras;"Borracha endurecida (ebonite, por exemplo) sob qualquer forma, incluindo os desperdícios e resíduos; obras de borracha endurecida";Borracha e Suas Obras
4101;41;4101;Peles, exceto as peles com pelo, e couros;Couros e peles em bruto de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, tratados pela cal, « piclados » ou conservados de outro modo, mas não curtidos, nem apergaminhados nem preparados de outro modo), mesmo depilados ou div;Peles e Couros
4102;41;4102;Peles, exceto as peles com pelo, e couros;Peles em bruto de ovinos (frescas, ou salgadas, secas, tratadas pela cal, « picladas » ou conservadas de outro modo, mas não curtidas, nem apergaminhadas, nem preparadas de outro modo), mesmo depiladas ou divididas, com excepção das excluídas pela Nota 1;Peles e Couros
4103;41;4103;Peles, exceto as peles com pelo, e couros;Outros couros e peles em bruto (frescos, ou salgados, secos, tratados pela cal, « piclados » ou conservados de outro modo, mas não curtidos, nem apergaminhados nem preparados de outro modo), mesmo depilados ou divididos, com excepção das excluídos pela No;Peles e Couros
4104;41;4104;Peles, exceto as peles com pelo, e couros;Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo;Peles e Couros
4105;41;4105;Peles, exceto as peles com pelo, e couros;Peles curtidas ou em crosta de ovinos, depiladas, mesmo divididas, mas não preparadas de outro modo;Peles e Couros
4106;41;4106;Peles, exceto as peles com pelo, e couros;Couros e peles, depilados, de outros animais e peles de animais desprovidos de pêlos, curtidos ou em crosta, mesmo divididos, mas não preparados de outro modo;Peles e Couros
4107;41;4107;Peles, exceto as peles com pelo, e couros;Couros preparados após curtimenta ou após secagem e couros e peles apergaminhados, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, exceto os da posição 4114;Peles e Couros
