IDCarga,IDAtracacao,Origem,Destino,CDMercadoria,Tipo Operação da Carga,Carga Geral Acondicionamento,ConteinerEstado,Tipo Navegação,FlagAutorizacao,FlagCabotagem,FlagCabotagemMovimentacao,FlagConteinerTamanho,FlagLongoCurso,FlagMCOperacaoCarga,FlagOffshore,FlagTransporteViaInterioir,Percurso Transporte em vias Interiores,Percurso Transporte Interiores,STNaturezaCarga,STSH2,STSH4,Natureza da Carga,Sentido,TEU,QTCarga,VLPesoCargaBruta,Ano
20903926,897942,RU006,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"3300,023",2018
20903927,897942,RU006,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"7150,05",2018
20903928,897942,RU006,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1100,008",2018
20904233,897956,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,10,10,"209,306",2018
20904234,897956,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,6,3,"85,84",2018
20904235,897956,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,12,6,"192,465",2018
20904236,897956,RUNVS,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,"30,692",2018
20904315,897956,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,3,3,75,2018
20904316,897956,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,16,16,400,2018
20904403,897956,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,4,"92,545",2018
20905290,897960,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"4,14",2018
20905291,897960,RULED,BRSSZ,22G1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"10,65",2018
20905292,897960,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,10,5,"142,653",2018
20905293,897960,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,30,15,"506,494",2018
20907708,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"3235,73",2018
20907709,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"3203,046",2018
20907710,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1961,048",2018
20907711,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1307,366",2018
20907712,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"532,08",2018
20907713,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"354,72",2018
20907714,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1446,593",2018
20907715,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1431,981",2018
20907716,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"876,723",2018
20907717,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"584,482",2018
20907718,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"2438,4",2018
20907719,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"1625,6",2018
20907720,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,245,2018
20907721,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"242,525",2018
20907722,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"148,485",2018
20907723,897998,RULED,BRSSZ,3104,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"98,99",2018
20909191,898047,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,13,13,"316,163",2018
20909192,898047,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,46,23,"664,253",2018
20909217,898047,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,20,10,"307,459",2018
20909242,898047,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"27,588",2018
20909243,898047,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,6,3,"74,56",2018
20910887,898061,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,120,60,"1988,843",2018
20910888,898061,RUNVS,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,2,"67,293",2018
20910892,898061,UAILK,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,6,3,"44,72",2018
20911538,898063,UAODS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"22,503",2018
20912218,898081,RULED,BRSSZ,22G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,3,3,"88,3",2018
20993893,900993,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,11,11,"231,995",2018
20993894,900993,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,22,11,"295,537",2018
20993895,900993,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,6,3,"100,2",2018
20993963,900993,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,2,"55,99",2018
20993964,900993,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,38,19,"641,89",2018
20993965,900993,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,16,8,"270,91",2018
20996725,901001,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,4,"94,168",2018
20996734,901001,UAILK,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"22,97",2018
20996789,901001,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,4,"92,33",2018
20997056,901001,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,2,"45,1",2018
21014226,901098,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,5,5,"114,301",2018
21014227,901098,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,40,20,"554,93",2018
21014262,901098,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,134,67,"2211,593",2018
21016445,901128,UAODS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,3,3,"51,17",2018
21016480,901128,UAODS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"22,6",2018
21019285,901163,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,6,6,"164,449",2018
21019286,901163,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,2,"53,95",2018
21019312,901163,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,44,22,"683,389",2018
21019333,901163,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,6,3,"92,836",2018
21026600,901248,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"5,852",2018
21026601,901248,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,26,13,"358,281",2018
21026644,901248,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,44,22,"712,19",2018
21026661,901248,RULED,BRSSZ,22T0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,4,"95,027",2018
21026662,901248,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"123,648",2018
21028084,901264,RULED,BRSSZ,42G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,10,5,"141,7",2018
21090939,905145,RU006,BRSSZ,2503,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"7908,224",2018
21090940,905145,RU006,BRSSZ,2503,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"2811,813",2018
21090941,905145,RU006,BRSSZ,2503,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"10460,613",2018
21090942,905145,RU006,BRSSZ,2503,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"12552,736",2018
21090943,905145,RU006,BRSSZ,2503,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"2803,825",2018
21090944,905145,RU006,BRSSZ,2503,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"2092,123",2018
21090945,905145,RU006,BRSSZ,2503,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Granel Sólido,Desembarcados,0,0,"15816,447",2018
21091003,905149,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,"26,38",2018
21091004,905149,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,10,5,"134,133",2018
21091028,905149,RULED,BRSSZ,22G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,6,6,"176,593",2018
21091038,905149,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,16,8,"258,546",2018
21091060,905149,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"123,456",2018
21093523,905181,RULED,BRSSZ,42G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,2,"51,783",2018
21096720,905210,UAODS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,4,"116,104",2018
21097132,905210,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,78,39,"1300,36",2018
21097135,905210,UAILK,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"60,369",2018
21097200,905215,RUTUA,BRSSZ,3102,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Compartilhado,Granel Sólido,Desembarcados,0,0,"2536,289",2018
21097201,905215,RUTUA,BRSSZ,3102,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Compartilhado,Granel Sólido,Desembarcados,0,0,"13018,703",2018
21097202,905215,RUTUA,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Compartilhado,Granel Sólido,Desembarcados,0,0,"6014,173",2018
21097203,905215,RUTUA,BRSSZ,3105,Longo Curso Importação,,,Longo Curso,S,0.0,0.0,,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Compartilhado,Granel Sólido,Desembarcados,0,0,"4009,448",2018
21099412,905230,RULED,BRSSZ,45G1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,"5,78",2018
21099896,905230,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,52,26,"840,291",2018
21103386,905261,RUNVS,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,"29,35",2018
21109673,905337,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,15,15,"291,535",2018
21109674,905337,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,22,11,"309,952",2018
21109675,905337,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,10,5,"154,56",2018
21109683,905337,UAYUZ,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,1,1,23,2018
21109752,905337,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,4,"93,12",2018
21109753,905337,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,6,3,"85,02",2018
21109754,905337,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,2,1,"30,51",2018
21109755,905337,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,10,5,"173,44",2018
21120005,905672,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,13,13,"295,423",2018
21120006,905672,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"107,101",2018
21120025,905672,RULED,BRSSZ,22G0,Baldeação de Carga Estrangeira de Passagem,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,5,5,"147,2",2018
21120056,905672,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,12,6,"185,693",2018
21120084,905672,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,8,4,"122,944",2018
21125175,905721,RULED,BRSSZ,42G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Compartilhado,Compartilhado,Compartilhado,Carga Conteinerizada,Desembarcados,2,1,"26,746",2018
21125578,905721,RULED,BRSSZ,45R0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Compartilhado,Compartilhado,Compartilhado,Carga Conteinerizada,Desembarcados,20,10,"317,987",2018
21125581,905721,UAILK,BRSSZ,42U1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Compartilhado,Compartilhado,Compartilhado,Carga Conteinerizada,Desembarcados,4,2,"41,978",2018
21127333,905733,UAODS,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Exclusivo,Exclusivo,Exclusivo,Carga Conteinerizada,Desembarcados,4,4,"90,235",2018
21134658,906442,RU006,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Compartilhado,Compartilhado,Compartilhado,Carga Conteinerizada,Desembarcados,2,1,"30,34",2018
21134659,906442,RULED,BRSSZ,22G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,20,1.0,1,0.0,0,,,Compartilhado,Compartilhado,Compartilhado,Carga Conteinerizada,Desembarcados,19,19,"393,582",2018
21134660,906442,RULED,BRSSZ,45G0,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Compartilhado,Compartilhado,Compartilhado,Carga Conteinerizada,Desembarcados,14,7,"209,547",2018
21134661,906442,RULED,BRSSZ,45R1,Longo Curso Importação,Conteinerizada,Cheio,Longo Curso,S,0.0,0.0,40,1.0,1,0.0,0,,,Compartilhado,Compartilhado,Compartilhado,Carga Conteinerizada,Desembarcados,6,3,"93,26",2018
